datetime,STA,Precip,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather
1942-05-11,11901,0,26,18,22,0,0
1942-05-12,11901,0,26,18,22,0,0
1942-05-13,11901,0,26,18,22,0,0
1942-05-14,11901,0,26,18,22,0,0
1942-05-15,11901,0,27,18,22,0,0
1942-05-16,11901,0,27,20,23,0,0
1942-05-17,11901,0,26,18,22,0,0
1942-05-18,11901,0,25,18,22,0,0
1942-05-19,11901,0,26,16,21,0,0
1942-05-20,11901,0,27,16,21,0,0
1942-05-21,11901,0,27,17,22,0,0
1942-05-22,11901,0,27,17,22,0,0
1942-05-23,11901,0,26,18,22,0,0
1942-05-24,11901,13,26,18,22,0,0
1942-05-25,11901,13,26,18,22,0,0
1942-05-26,11901,13,25,17,21,0,0
1942-05-27,11901,6,25,18,22,0,0
1942-05-28,11901,20,30,17,23,0,0
1942-05-29,11901,4,27,17,22,0,0
1942-05-30,11901,4,28,17,22,0,0
1942-05-31,11901,4,26,18,22,0,0
1942-06-01,11901,4,27,17,22,0,0
1942-06-02,11901,4,24,16,20,0,0
1942-06-03,11901,4,27,17,22,0,0
1942-06-04,11901,5,24,13,18,0,0
1942-06-05,11901,1,23,17,20,0,0
1942-06-06,11901,1,22,16,19,0,0
1942-06-07,11901,2,21,15,18,0,0
1942-06-08,11901,0,22,15,18,0,0
1942-06-09,11901,0,22,16,19,0,0
1942-06-10,11901,0,-17,-17,-17,0,0
1942-06-11,11901,1,-17,-17,-17,0,0
1942-06-12,11901,6,-17,-17,-17,0,0
1942-06-13,11901,29,-17,-17,-17,0,0
1942-06-14,11901,7,-17,-17,-17,0,0
1942-06-15,11901,1,-17,-17,-17,0,0
1942-06-16,11901,1,-17,-17,-17,0,0
1942-06-17,11901,23,-17,-17,-17,0,0
1942-06-18,11901,2,-17,-17,-17,0,0
1942-06-19,11901,0,-17,-17,-17,0,0
1942-06-20,11901,0,-17,-17,-17,0,0
1942-06-21,11901,0,-17,-17,-17,0,0
1942-06-22,11901,0,-17,-17,-17,0,0
1942-06-23,11901,18,-17,-17,-17,0,0
1942-06-24,11901,0,-17,-17,-17,0,0
1942-06-25,11901,0,-17,-17,-17,0,0
1942-06-26,11901,1,-17,-17,-17,0,0
1942-06-27,11901,12,-17,-17,-17,0,0
1942-06-28,11901,2,-17,-17,-17,0,0
1942-06-29,11901,2,-17,-17,-17,0,0
1942-06-30,11901,2,-17,-17,-17,0,0
1942-07-01,11901,2,25,17,21,0,0
1942-07-02,11901,35,25,16,21,0,0
1942-07-03,11901,37,25,17,21,0,0
1942-07-04,11901,3,26,17,22,0,0
1942-07-05,11901,1,24,17,21,0,0
1942-07-06,11901,0,25,17,21,0,0
1942-07-07,11901,0,27,18,23,0,0
1942-07-08,11901,4,25,16,21,0,0
1942-07-09,11901,5,26,16,21,0,0
1942-07-10,11901,12,26,16,21,0,0
1942-07-11,11901,27,26,18,22,0,0
1942-07-12,11901,41,26,17,21,0,0
1942-07-13,11901,41,26,17,22,0,0
1942-07-14,11901,41,23,16,20,0,0
1942-07-15,11901,0,26,15,21,0,0
1942-07-16,11901,0,26,17,22,0,0
1942-07-17,11901,0,26,17,22,0,0
1942-07-18,11901,0,28,17,23,0,0
1942-07-19,11901,71,26,17,22,0,0
1942-07-20,11901,71,26,16,21,0,0
1942-07-21,11901,71,-17,-17,-17,0,0
1942-07-22,11901,71,-17,-17,-17,0,0
1942-07-23,11901,71,-17,-17,-17,0,0
1942-07-24,11901,71,-17,-17,-17,0,0
1942-07-25,11901,0,-17,-17,-17,0,0
1942-07-26,11901,8,-17,-17,-17,0,0
1942-07-27,11901,0,-17,-17,-17,0,0
1942-07-28,11901,0,-17,-17,-17,0,0
1942-07-29,11901,14,-17,-17,-17,0,0
1942-07-30,11901,14,-17,-17,-17,0,0
1942-07-31,11901,14,26,17,21,0,0
1942-08-01,11901,0,26,16,21,0,0
1942-08-02,11901,0,26,17,22,0,0
1942-08-03,11901,0,26,17,22,0,0
1942-08-04,11901,0,25,18,21,0,0
1942-08-05,11901,0,28,16,22,0,0
1942-08-06,11901,1,27,17,22,0,0
1942-08-07,11901,0,27,16,21,0,0
1942-08-08,11901,0,28,16,22,0,0
1942-08-09,11901,0,28,16,22,0,0
1942-08-10,11901,13,26,15,20,0,0
1942-08-11,11901,6,25,15,20,0,0
1942-08-12,11901,6,30,16,23,0,0
1942-08-13,11901,2,28,16,22,0,0
1942-08-14,11901,3,31,16,23,0,0
1942-08-15,11901,0,27,15,21,0,0
1942-08-16,11901,10,26,16,21,0,0
1942-08-17,11901,14,26,16,21,0,0
1942-08-18,11901,0,26,15,21,0,0
1942-08-19,11901,0,28,17,22,0,0
1942-08-20,11901,0,26,16,21,0,0
1942-08-21,11901,18,-17,-17,-17,0,0
1942-08-22,11901,13,-17,-17,-17,0,0
1942-08-23,11901,1,-17,-17,-17,0,0
1942-08-24,11901,5,-17,-17,-17,0,0
1942-08-25,11901,13,-17,-17,-17,0,0
1942-08-26,11901,9,-17,-17,-17,0,0
1942-08-27,11901,14,-17,-17,-17,0,0
1942-08-28,11901,3,-17,-17,-17,0,0
1942-08-29,11901,1,-17,-17,-17,0,0
1942-08-30,11901,0,-17,-17,-17,0,0
1942-08-31,11901,2,-17,-17,-17,0,0
1942-09-01,11901,0,-17,-17,-17,0,0
1942-09-02,11901,0,-17,-17,-17,0,0
1942-09-03,11901,0,-17,-17,-17,0,0
1942-09-04,11901,19,-17,-17,-17,0,0
1942-09-05,11901,12,-17,-17,-17,0,0
1942-09-06,11901,12,-17,-17,-17,0,0
1942-09-07,11901,27,-17,-17,-17,0,0
1942-09-08,11901,1,-17,-17,-17,0,0
1942-09-09,11901,0,-17,-17,-17,0,0
1942-09-10,11901,22,-17,-17,-17,0,0
1942-09-11,11901,1,-17,-17,-17,0,0
1942-09-12,11901,14,-17,-17,-17,0,0
1942-09-13,11901,1,-17,-17,-17,0,0
1942-09-14,11901,1,-17,-17,-17,0,0
1942-09-15,11901,0,-17,-17,-17,0,0
1942-09-16,11901,1,-17,-17,-17,0,0
1942-09-17,11901,27,-17,-17,-17,0,0
1942-09-18,11901,0,-17,-17,-17,0,0
1942-09-19,11901,0,-17,-17,-17,0,0
1942-09-20,11901,0,-17,-17,-17,0,0
1942-09-21,11901,1,-17,-17,-17,0,0
1942-09-22,11901,1,-17,-17,-17,0,0
1942-09-23,11901,0,-17,-17,-17,0,0
1942-09-24,11901,0,-17,-17,-17,0,0
1942-09-25,11901,0,-17,-17,-17,0,0
1942-09-26,11901,0,-17,-17,-17,0,0
1942-09-27,11901,4,-17,-17,-17,0,0
1942-09-28,11901,10,-17,-17,-17,0,0
1942-09-29,11901,4,-17,-17,-17,0,0
1942-09-30,11901,0,-17,-17,-17,0,0
1942-10-01,11901,0,-17,-17,-17,0,0
1942-10-02,11901,0,-17,-17,-17,0,0
1942-10-03,11901,0,-17,-17,-17,0,0
1942-10-04,11901,0,-17,-17,-17,0,0
1942-10-05,11901,0,-17,-17,-17,0,0
1942-10-06,11901,0,-17,-17,-17,0,0
1942-10-07,11901,0,-17,-17,-17,0,0
1942-10-08,11901,1,-17,-17,-17,0,0
1942-10-09,11901,0,-17,-17,-17,0,0
1942-10-10,11901,0,-17,-17,-17,0,0
1942-10-11,11901,0,-17,-17,-17,0,0
1942-10-12,11901,0,-17,-17,-17,0,0
1942-10-13,11901,0,-17,-17,-17,0,0
1942-10-14,11901,0,-17,-17,-17,0,0
1942-10-15,11901,0,-17,-17,-17,0,0
1942-10-16,11901,24,-17,-17,-17,0,0
1942-10-17,11901,24,-17,-17,-17,0,0
1942-10-18,11901,0,-17,-17,-17,0,0
1942-10-19,11901,0,-17,-17,-17,0,0
1942-10-20,11901,0,-17,-17,-17,0,0
1942-10-21,11901,1,-17,-17,-17,0,0
1942-10-22,11901,0,21,15,18,0,0
1942-10-23,11901,0,25,16,20,0,0
1942-10-24,11901,0,25,17,21,0,0
1942-10-25,11901,0,23,17,20,0,0
1942-10-26,11901,0,23,16,20,0,0
1942-10-27,11901,0,21,15,18,0,0
1942-10-28,11901,0,23,13,18,0,0
1942-10-29,11901,0,23,17,20,0,0
1942-10-30,11901,0,23,16,20,0,0
1942-10-31,11901,0,23,14,18,0,0
1942-11-01,11901,0,22,13,17,0,0
1942-11-02,11901,0,21,14,17,0,0
1942-11-03,11901,0,22,12,17,0,0
1942-11-04,11901,0,21,14,17,0,0
1942-11-05,11901,0,23,13,18,0,0
1942-11-06,11901,0,21,13,17,0,0
1942-11-07,11901,0,22,12,17,0,0
1942-11-08,11901,0,23,13,18,0,0
1942-11-09,11901,0,23,12,18,0,0
1942-11-10,11901,0,26,13,20,0,0
1942-11-11,11901,0,25,16,21,0,0
1942-11-12,11901,1,21,15,18,0,0
1942-11-13,11901,0,16,11,13,0,0
1942-11-14,11901,0,17,11,14,0,0
1942-11-15,11901,0,19,12,16,0,0
1942-11-16,11901,0,22,12,17,0,0
1942-11-17,11901,1,20,12,16,0,0
1942-11-18,11901,1,22,15,18,0,0
1942-11-19,11901,2,22,15,18,0,0
1942-11-20,11901,0,22,12,17,0,0
1942-11-21,11901,0,22,13,17,0,0
1942-11-22,11901,0,22,13,17,0,0
1942-11-23,11901,0,21,13,17,0,0
1942-11-24,11901,0,22,13,17,0,0
1942-11-25,11901,0,24,13,18,0,0
1942-11-26,11901,0,25,13,20,0,0
1942-11-27,11901,0,22,13,17,0,0
1942-11-28,11901,0,23,12,17,0,0
1942-11-29,11901,0,21,14,17,0,0
1942-11-30,11901,0,24,13,18,0,0
1942-12-01,11901,0,27,15,21,0,0
1942-12-02,11901,0,23,14,18,0,0
1942-12-03,11901,0,24,13,18,0,0
1942-12-04,11901,3,25,14,20,0,0
1942-12-05,11901,3,23,15,19,0,0
1942-12-06,11901,1,23,12,17,0,0
1942-12-07,11901,0,23,15,19,0,0
1942-12-08,11901,0,24,13,18,0,0
1942-12-09,11901,0,22,15,18,0,0
1942-12-10,11901,0,21,13,17,0,0
1942-12-11,11901,15,22,13,17,0,0
1942-12-12,11901,18,23,13,18,0,0
1942-12-13,11901,18,21,14,17,0,0
1942-12-14,11901,0,21,14,17,0,0
1942-12-15,11901,0,19,15,17,0,0
1942-12-16,11901,1,17,14,16,0,0
1942-12-17,11901,1,18,11,15,0,0
1942-12-18,11901,0,18,10,14,0,0
1942-12-19,11901,0,21,11,16,0,0
1942-12-20,11901,0,22,12,17,0,0
1942-12-21,11901,0,22,13,17,0,0
1942-12-22,11901,2,23,14,18,0,0
1942-12-23,11901,2,21,15,18,0,0
1942-12-24,11901,17,23,13,18,0,0
1942-12-25,11901,17,23,13,18,0,0
1942-12-26,11901,17,24,13,18,0,0
1942-12-27,11901,17,24,13,18,0,0
1942-12-28,11901,17,21,14,17,0,0
1942-12-29,11901,17,18,10,14,0,0
1942-12-30,11901,0,20,11,15,0,0
1942-12-31,11901,0,19,10,15,0,0
1943-01-01,11901,0,18,10,14,0,0
1943-01-02,11901,0,20,11,15,0,0
1943-01-03,11901,0,22,11,16,0,0
1943-01-04,11901,1,18,14,16,0,0
1943-01-05,11901,0,18,11,15,0,0
1943-01-06,11901,0,21,11,16,0,0
1943-01-07,11901,0,22,10,16,0,0
1943-01-08,11901,0,23,12,17,0,0
1943-01-09,11901,0,22,12,17,0,0
1943-01-10,11901,0,22,12,17,0,0
1943-01-11,11901,0,22,12,17,0,0
1943-01-12,11901,0,21,12,16,0,0
1943-01-13,11901,0,23,11,17,0,0
1943-01-14,11901,0,20,11,15,0,0
1943-01-15,11901,0,24,11,17,0,0
1943-01-16,11901,0,24,10,17,0,0
1943-01-17,11901,0,25,11,18,0,0
1943-01-18,11901,0,26,12,19,0,0
1943-01-19,11901,0,25,16,21,0,0
1943-01-20,11901,0,21,14,17,0,0
1943-01-21,11901,0,22,12,17,0,0
1943-01-22,11901,0,24,12,18,0,0
1943-01-23,11901,0,25,12,18,0,0
1943-01-24,11901,0,23,8,16,0,0
1943-01-25,11901,0,22,11,16,0,0
1943-01-26,11901,0,23,10,16,0,0
1943-01-27,11901,0,24,13,18,0,0
1943-01-28,11901,0,22,12,17,0,0
1943-01-29,11901,0,22,12,17,0,0
1943-01-30,11901,0,22,13,17,0,0
1943-01-31,11901,0,21,13,17,0,0
1943-02-01,11901,0,21,13,17,0,0
1943-02-02,11901,0,19,12,16,0,0
1943-02-03,11901,0,22,12,17,0,0
1943-02-04,11901,0,25,12,18,0,0
1943-02-05,11901,0,25,12,18,0,0
1943-02-06,11901,0,26,14,20,0,0
1943-02-07,11901,0,21,15,18,0,0
1943-02-08,11901,0,21,12,17,0,0
1943-02-09,11901,0,22,8,15,0,0
1943-02-10,11901,0,25,8,17,0,0
1943-02-11,11901,0,21,13,17,0,0
1943-02-12,11901,0,21,11,16,0,0
1943-02-13,11901,0,21,10,15,0,0
1943-02-14,11901,0,18,10,14,0,0
1943-02-15,11901,0,20,9,14,0,0
1943-02-16,11901,0,17,10,14,0,0
1943-02-17,11901,0,18,10,14,0,0
1943-02-18,11901,0,19,9,14,0,0
1943-02-19,11901,0,22,10,16,0,0
1943-02-20,11901,0,21,9,15,0,0
1943-02-21,11901,0,23,9,16,0,0
1943-02-22,11901,0,25,11,18,0,0
1943-02-23,11901,0,27,8,17,0,0
1943-02-24,11901,0,27,8,17,0,0
1943-02-25,11901,0,26,9,17,0,0
1943-02-26,11901,0,23,12,17,0,0
1943-02-27,11901,0,22,11,16,0,0
1943-02-28,11901,0,26,10,17,0,0
1943-03-01,11901,0,23,8,16,0,0
1943-03-02,11901,0,23,11,17,0,0
1943-03-03,11901,0,22,11,17,0,0
1943-03-04,11901,0,22,12,17,0,0
1943-03-05,11901,0,25,10,17,0,0
1943-03-06,11901,0,25,12,18,0,0
1943-03-07,11901,0,26,13,20,0,0
1943-03-08,11901,0,24,13,18,0,0
1943-03-09,11901,0,23,12,17,0,0
1943-03-10,11901,0,24,11,17,0,0
1943-03-11,11901,0,24,12,18,0,0
1943-03-12,11901,0,26,12,18,0,0
1943-03-13,11901,0,25,11,18,0,0
1943-03-14,11901,0,25,13,19,0,0
1943-03-15,11901,0,25,11,17,0,0
1943-03-16,11901,0,26,11,18,0,0
1943-03-17,11901,0,25,13,20,0,0
1943-03-18,11901,0,23,12,17,0,0
1943-03-19,11901,0,25,12,18,0,0
1943-03-20,11901,0,26,11,18,0,0
1943-03-21,11901,0,27,13,20,0,0
1943-03-22,11901,2,21,13,17,0,0
1943-03-23,11901,0,21,12,16,0,0
1943-03-24,11901,0,22,13,17,0,0
1943-03-25,11901,0,26,13,20,0,0
1943-03-26,11901,0,25,11,18,0,0
1943-03-27,11901,3,22,14,18,0,0
1943-03-28,11901,0,25,12,18,0,0
1943-03-29,11901,0,25,12,18,0,0
1943-03-30,11901,0,23,11,17,0,0
1943-03-31,11901,0,24,11,17,0,0
1943-04-01,11901,0,26,11,18,0,0
1943-04-02,11901,0,25,11,17,0,0
1943-04-03,11901,0,22,13,17,0,0
1943-04-04,11901,0,21,12,16,0,0
1943-04-05,11901,0,22,12,17,0,0
1943-04-06,11901,0,22,10,16,0,0
1943-04-07,11901,0,26,11,18,0,0
1943-04-08,11901,0,26,12,18,0,0
1943-04-09,11901,0,28,13,21,0,0
1943-04-10,11901,0,28,12,20,0,0
1943-04-11,11901,0,27,12,20,0,0
1943-04-12,11901,0,27,12,20,0,0
1943-04-13,11901,0,28,14,21,0,0
1943-04-14,11901,0,29,15,22,0,0
1943-04-15,11901,0,27,15,21,0,0
1943-04-16,11901,0,25,13,19,0,0
1943-04-17,11901,0,27,13,21,0,0
1943-04-18,11901,0,27,14,21,0,0
1943-04-19,11901,0,27,15,21,0,0
1943-04-20,11901,0,27,14,21,0,0
1943-04-21,11901,0,27,16,21,0,0
1943-04-22,11901,1,25,13,20,0,0
1943-04-23,11901,0,28,15,22,0,0
1943-04-24,11901,0,23,14,18,0,0
1943-04-25,11901,0,24,13,18,0,0
1943-04-26,11901,0,25,11,18,0,0
1943-04-27,11901,0,26,14,20,0,0
1943-04-28,11901,48,26,15,21,0,0
1943-04-29,11901,1,21,13,17,0,0
1943-04-30,11901,0,26,12,19,0,0
1943-05-01,11901,0,25,14,20,0,0
1943-05-02,11901,0,23,15,19,0,0
1943-05-03,11901,0,23,14,18,0,0
1943-05-04,11901,0,25,14,20,0,0
1943-05-05,11901,8,26,15,20,0,0
1943-05-06,11901,3,25,15,20,0,0
1943-05-07,11901,10,26,16,21,0,0
1943-05-08,11901,30,23,16,20,0,0
1943-05-09,11901,65,23,15,19,0,0
1943-05-10,11901,25,24,16,20,0,0
1943-05-11,11901,0,27,17,22,0,0
1943-05-12,11901,0,27,17,22,0,0
1943-05-13,11901,0,26,16,21,0,0
1943-05-14,11901,6,28,15,22,0,0
1943-05-15,11901,6,26,16,21,0,0
1943-05-16,11901,6,26,17,22,0,0
1943-05-17,11901,0,27,15,21,0,0
1943-05-18,11901,0,26,14,20,0,0
1943-05-19,11901,0,27,11,20,0,0
1943-05-20,11901,8,25,16,20,0,0
1943-05-21,11901,0,26,15,21,0,0
1943-05-22,11901,29,26,15,21,0,0
1943-05-23,11901,41,26,15,21,0,0
1943-05-24,11901,5,25,16,21,0,0
1943-05-25,11901,18,26,14,20,0,0
1943-05-26,11901,57,26,15,21,0,0
1943-05-27,11901,38,23,14,18,0,0
1943-05-28,11901,46,23,17,20,0,0
1943-05-29,11901,2,25,16,21,0,0
1943-05-30,11901,7,26,15,21,0,0
1943-05-31,11901,7,26,16,21,0,0
1943-06-01,11901,30,26,15,21,0,0
1943-06-02,11901,26,23,15,19,0,0
1943-06-03,11901,0,26,13,18,0,0
1943-06-04,11901,7,26,16,21,0,0
1943-06-05,11901,46,25,16,21,0,0
1943-06-06,11901,47,22,15,18,0,0
1943-06-07,11901,0,22,14,18,0,0
1943-06-08,11901,11,21,15,18,0,0
1943-06-09,11901,11,22,15,18,0,0
1943-06-10,11901,1,25,15,20,0,0
1943-06-11,11901,19,26,16,21,0,0
1943-06-12,11901,19,26,16,21,0,0
1943-06-13,11901,22,25,16,21,0,0
1943-06-14,11901,61,23,15,18,0,0
1943-06-15,11901,7,22,15,18,0,0
1943-06-16,11901,2,20,15,17,0,0
1943-06-17,11901,1,25,15,20,0,0
1943-06-18,11901,0,25,15,20,0,0
1943-06-19,11901,0,23,15,19,0,0
1943-06-20,11901,47,25,13,20,0,0
1943-06-21,11901,47,23,15,19,0,0
1943-06-22,11901,47,25,16,21,0,0
1943-06-23,11901,50,24,15,20,0,0
1943-06-24,11901,6,25,14,20,0,0
1943-06-25,11901,0,25,15,20,0,0
1943-06-26,11901,0,21,15,18,0,0
1943-06-27,11901,0,24,15,20,0,0
1943-06-28,11901,1,25,15,20,0,0
1943-06-29,11901,1,22,15,18,0,0
1943-06-30,11901,62,23,14,18,0,0
1943-07-01,11901,21,22,13,17,0,0
1943-07-02,11901,21,22,15,18,0,0
1943-07-03,11901,0,22,14,18,0,0
1943-07-04,11901,0,22,13,17,0,0
1943-07-05,11901,0,22,13,17,0,0
1943-07-06,11901,0,23,14,18,0,0
1943-07-07,11901,0,25,14,20,0,0
1943-07-08,11901,0,25,13,20,0,0
1943-07-09,11901,4,26,15,21,0,0
1943-07-10,11901,0,26,16,21,0,0
1943-07-11,11901,0,27,16,22,0,0
1943-07-12,11901,0,27,16,22,0,0
1943-07-13,11901,65,26,15,21,0,0
1943-07-14,11901,65,25,14,20,0,0
1943-07-15,11901,0,25,13,20,0,0
1943-07-16,11901,0,25,16,21,0,0
1943-07-17,11901,9,25,15,20,0,0
1943-07-18,11901,7,24,16,20,0,0
1943-07-19,11901,7,24,15,20,0,0
1943-07-20,11901,7,24,15,20,0,0
1943-07-21,11901,117,22,15,18,0,0
1943-07-22,11901,12,21,12,16,0,0
1943-07-23,11901,12,23,14,18,0,0
1943-07-24,11901,12,25,13,19,0,0
1943-07-25,11901,12,25,14,20,0,0
1943-07-26,11901,101,25,13,20,0,0
1943-07-27,11901,34,23,14,18,0,0
1943-07-28,11901,52,22,14,18,0,0
1943-07-29,11901,55,25,14,20,0,0
1943-07-30,11901,34,26,12,20,0,0
1943-07-31,11901,34,25,15,20,0,0
1943-08-01,11901,34,24,16,20,0,0
1943-08-02,11901,1,24,14,19,0,0
1943-08-03,11901,29,26,14,20,0,0
1943-08-04,11901,6,25,11,18,0,0
1943-08-05,11901,4,24,13,18,0,0
1943-08-06,11901,0,25,15,20,0,0
1943-08-07,11901,4,25,14,20,0,0
1943-08-08,11901,0,26,15,20,0,0
1943-08-09,11901,7,23,15,20,0,0
1943-08-10,11901,8,26,15,20,0,0
1943-08-11,11901,19,22,16,19,0,0
1943-08-12,11901,1,23,13,18,0,0
1943-08-13,11901,0,25,15,20,0,0
1943-08-14,11901,1,23,16,20,0,0
1943-08-15,11901,0,23,15,19,0,0
1943-08-16,11901,0,26,13,20,0,0
1943-08-17,11901,21,26,15,21,0,0
1943-08-18,11901,13,25,14,20,0,0
1943-08-19,11901,1,26,15,21,0,0
1943-08-20,11901,12,26,15,21,0,0
1943-08-21,11901,12,23,16,20,0,0
1943-08-22,11901,62,25,16,20,0,0
1943-08-23,11901,1,25,16,21,0,0
1943-08-24,11901,2,23,16,20,0,0
1943-08-25,11901,20,25,15,20,0,0
1943-08-26,11901,44,25,15,20,0,0
1943-08-27,11901,13,26,16,21,0,0
1943-08-28,11901,13,24,16,20,0,0
1943-08-29,11901,3,23,16,20,0,0
1943-08-30,11901,9,25,15,20,0,0
1943-08-31,11901,5,26,16,21,0,0
1943-09-01,11901,5,26,17,22,0,0
1943-09-02,11901,5,26,17,21,0,0
1943-09-03,11901,20,26,13,20,0,0
1943-09-04,11901,8,23,14,18,0,0
1943-09-05,11901,26,24,15,20,0,0
1943-09-06,11901,1,26,15,21,0,0
1943-09-07,11901,1,22,16,20,0,0
1943-09-08,11901,0,26,16,21,0,0
1943-09-09,11901,0,23,16,20,0,0
1943-09-10,11901,0,25,16,21,0,0
1943-09-11,11901,6,26,15,20,0,0
1943-09-12,11901,22,25,16,20,0,0
1943-09-13,11901,22,23,16,20,0,0
1943-09-14,11901,10,21,16,18,0,0
1943-09-15,11901,38,26,14,20,0,0
1943-09-16,11901,38,22,15,18,0,0
1943-09-17,11901,0,25,16,20,0,0
1943-09-18,11901,29,25,15,20,0,0
1943-09-19,11901,29,25,16,20,0,0
1943-09-20,11901,35,22,16,18,0,0
1943-09-21,11901,3,22,15,18,0,0
1943-09-22,11901,20,23,12,18,0,0
1943-09-23,11901,4,23,15,20,0,0
1943-09-24,11901,10,25,15,20,0,0
1943-09-25,11901,10,25,15,20,0,0
1943-09-26,11901,1,24,15,20,0,0
1943-09-27,11901,4,24,16,20,0,0
1943-09-28,11901,2,25,16,21,0,0
1943-09-29,11901,56,24,15,20,0,0
1943-09-30,11901,4,25,15,20,0,0
1943-10-01,11901,1,25,16,21,0,0
1943-10-02,11901,2,23,17,20,0,0
1943-10-03,11901,19,23,16,20,0,0
1943-10-04,11901,22,23,16,20,0,0
1943-10-05,11901,0,23,15,19,0,0
1943-10-06,11901,6,23,16,20,0,0
1943-10-07,11901,6,23,16,20,0,0
1943-10-08,11901,0,23,15,20,0,0
1943-10-09,11901,0,23,15,20,0,0
1943-10-10,11901,0,24,15,20,0,0
1943-10-11,11901,2,22,15,18,0,0
1943-10-12,11901,27,21,16,18,0,0
1943-10-13,11901,5,26,17,22,0,0
1943-10-14,11901,0,25,14,20,0,0
1943-10-15,11901,0,24,14,19,0,0
1943-10-16,11901,0,23,16,20,0,0
1943-10-17,11901,0,21,14,17,0,0
1943-10-18,11901,0,22,12,17,0,0
1943-10-19,11901,0,23,12,17,0,0
1943-10-20,11901,0,26,12,19,0,0
1943-10-21,11901,0,22,14,18,0,0
1943-10-22,11901,62,18,15,17,0,0
1943-10-23,11901,78,19,15,17,0,0
1943-10-24,11901,2,20,16,17,0,0
1943-10-25,11901,0,21,14,17,0,0
1943-10-26,11901,0,19,12,16,0,0
1943-10-27,11901,0,20,12,16,0,0
1943-10-28,11901,0,18,11,15,0,0
1943-10-29,11901,0,20,10,15,0,0
1943-10-30,11901,0,24,12,18,0,0
1943-10-31,11901,2,25,12,18,0,0
1943-11-01,11901,1,23,12,17,0,0
1943-11-02,11901,1,21,14,17,0,0
1943-11-03,11901,1,22,16,19,0,0
1943-11-04,11901,1,22,15,18,0,0
1943-11-05,11901,16,23,15,19,0,0
1943-11-06,11901,16,22,15,18,0,0
1943-11-07,11901,0,23,14,18,0,0
1943-11-08,11901,0,23,16,20,0,0
1943-11-09,11901,0,19,11,15,0,0
1943-11-10,11901,0,17,11,14,0,0
1943-11-11,11901,0,16,10,13,0,0
1943-11-12,11901,0,18,10,14,0,0
1943-11-13,11901,0,20,10,15,0,0
1943-11-14,11901,0,20,12,16,0,0
1943-11-15,11901,0,22,13,18,0,0
1943-11-16,11901,0,23,13,18,0,0
1943-11-17,11901,0,21,13,17,0,0
1943-11-18,11901,0,20,11,15,0,0
1943-11-19,11901,0,17,10,14,0,0
1943-11-20,11901,0,18,10,14,0,0
1943-11-21,11901,0,19,10,14,0,0
1943-11-22,11901,0,20,10,15,0,0
1943-11-23,11901,0,20,9,14,0,0
1943-11-24,11901,0,20,10,15,0,0
1943-11-25,11901,0,20,12,16,0,0
1943-11-26,11901,0,23,11,17,0,0
1943-11-27,11901,0,22,13,17,0,0
1943-11-28,11901,0,22,12,17,0,0
1943-11-29,11901,0,21,14,17,0,0
1943-11-30,11901,0,20,13,16,0,0
1943-12-01,11901,0,21,14,17,0,0
1943-12-02,11901,0,21,13,17,0,0
1943-12-03,11901,0,21,13,17,0,0
1943-12-04,11901,0,22,15,18,0,0
1943-12-05,11901,0,21,12,16,0,0
1943-12-06,11901,0,22,11,17,0,0
1943-12-07,11901,0,21,14,17,0,0
1943-12-08,11901,0,22,11,16,0,0
1943-12-09,11901,0,23,12,17,0,0
1943-12-10,11901,0,23,13,18,0,0
1943-12-11,11901,0,21,13,17,0,0
1943-12-12,11901,0,21,12,16,0,0
1943-12-13,11901,0,22,12,17,0,0
1943-12-14,11901,0,23,12,17,0,0
1943-12-15,11901,0,23,11,17,0,0
1943-12-16,11901,0,21,12,16,0,0
1943-12-17,11901,0,19,12,15,0,0
1943-12-18,11901,0,16,8,12,0,0
1943-12-19,11901,0,15,7,11,0,0
1943-12-20,11901,0,16,5,10,0,0
1943-12-21,11901,0,18,6,12,0,0
1943-12-22,11901,0,22,5,14,0,0
1943-12-23,11901,0,23,7,15,0,0
1943-12-24,11901,0,22,12,17,0,0
1943-12-25,11901,0,22,13,17,0,0
1943-12-26,11901,0,22,13,17,0,0
1943-12-27,11901,0,24,13,18,0,0
1943-12-28,11901,0,24,13,18,0,0
1943-12-29,11901,0,22,11,16,0,0
1943-12-30,11901,0,21,11,16,0,0
1943-12-31,11901,0,21,12,16,0,0
1944-01-01,11901,0,21,11,16,0,0
1944-01-02,11901,0,23,6,14,0,0
1944-01-03,11901,0,22,12,17,0,0
1944-01-04,11901,0,22,10,16,0,0
1944-01-05,11901,0,21,11,16,0,0
1944-01-06,11901,0,20,12,16,0,0
1944-01-07,11901,0,25,11,18,0,0
1944-01-08,11901,0,25,8,16,0,0
1944-01-09,11901,0,21,12,16,0,0
1944-01-10,11901,0,20,10,15,0,0
1944-01-11,11901,0,22,12,17,0,0
1944-01-12,11901,0,22,12,17,0,0
1944-01-13,11901,0,23,13,18,0,0
1944-01-14,11901,0,21,12,16,0,0
1944-01-15,11901,0,20,10,15,0,0
1944-01-16,11901,0,20,10,15,0,0
1944-01-17,11901,0,19,11,15,0,0
1944-01-18,11901,0,16,8,12,0,0
1944-01-19,11901,0,18,6,12,0,0
1944-01-20,11901,0,15,7,11,0,0
1944-01-21,11901,0,16,6,11,0,0
